,0,1,2,3,4,5,6,7,8,9
488,820,5114,4181,1,32935,28977,6114,440,12431,15417
489,820,9253,4181,32935,11061,28977,2001,15417,12431,440
490,820,1575,1535,4181,32935,918,2904,9969,15335,9253
491,5114,9253,4181,11061,3002,23273,15417,918,2001,2904
492,820,32935,16498,4181,918,9989,440,6114,28977,12431
493,136,31764,18245,32998,31741,25781,18689,3002,6114,31240
494,820,32935,1575,9969,199,440,2904,11061,4181,15335
495,820,32935,2001,1575,164,918,6114,9253,440,2904
496,820,9253,11061,32935,918,1,12355,15417,16498,2904
497,820,32935,9253,269,918,440,12431,15335,1575,15417
498,379,136,18245,31953,7785,147,5678,3002,18139,7465
499,486,32379,440,7785,372,32935,28977,5114,918,24991
500,5114,820,1,32935,1575,4181,2001,918,431,12431
501,918,4181,1575,32935,2001,12431,820,28977,440,9253
502,820,4181,32935,9969,28977,12431,918,813,15417,2001
503,820,9253,32935,2001,4181,431,11061,440,1,918
504,18689,3002,820,28805,32542,416,16201,16049,15197,15225
505,820,2001,32935,199,4181,9969,2904,1535,440,15417
506,18689,529,147,136,543,31953,3002,4884,379,31741
507,820,32935,199,9969,1575,15335,918,440,15417,22135
508,1,6114,7311,7054,6811,6675,6594,6547,6211,6045
509,440,32935,9253,4181,1535,28977,11061,7785,28891,2001
510,820,5114,32935,918,9969,813,12431,2001,1,15417
511,820,32935,918,4181,9989,12431,440,15417,11061,813
512,820,4181,2001,9253,32935,15417,918,11741,28977,431
513,820,9253,918,32935,2904,5114,9969,15417,2001,4181
514,1,7785,170,5040,5081,164,5258,5681,6114,6702
515,440,5114,918,4181,28977,32935,15417,9253,3701,164
516,820,32935,4181,918,9253,9989,28977,2904,12355,16498
517,820,1,918,32935,2001,9969,11577,17074,4181,12355
518,820,32935,2001,15335,918,4181,1,440,11061,1535
519,820,32935,5114,199,30,918,6114,9253,1575,2904
520,820,4181,9253,12431,5114,15417,28977,32935,9969,11061
521,820,918,32935,1,15417,199,12355,9253,4181,2001
522,820,2001,918,12355,32935,164,15417,12431,431,19
523,25835,9863,31741,170,5258,6675,15335,19647,15417,4282
524,529,861,32542,3002,7785,1,14837,14349,14353,14397
525,820,9253,1,32935,918,2001,9969,6114,431,164
526,820,918,32935,5114,11061,3002,28977,9253,9969,12431
528,4181,820,5114,918,9253,32935,813,11771,15417,440
529,820,5114,32935,4181,16498,440,1,28977,12431,6114
530,820,28977,440,164,12431,199,431,15417,15335,918
531,820,32935,2904,4181,1575,12431,9253,164,440,2001
532,529,861,32542,18689,136,94,390,400,7785,486
533,820,2001,5114,32935,4181,2167,918,12431,16498,1
534,820,4181,1535,32935,9253,9969,15417,199,15335,1
535,820,918,15417,9969,4181,6114,32935,28977,12431,23273
536,2164,28977,12431,387,440,4181,32935,5114,12531,11665
537,18689,379,3002,32542,7785,543,44,820,15225,15379
538,820,32935,9989,1,918,11061,15417,440,12431,457
539,820,4181,9253,918,15417,28977,32935,11741,2001,440
540,820,32935,4181,813,2001,12355,28977,6114,15417,440
541,820,32935,5114,9253,12431,199,440,15417,15335,28977
542,820,9253,32935,5114,15335,440,1,7785,199,17074
543,820,918,5114,32935,15417,11061,12355,12431,28977,440
544,32935,820,11061,5114,9969,4181,16498,28977,7311,199
545,820,32935,6114,15417,1,199,12355,440,15335,431
546,820,9253,4181,918,32935,12431,2001,28977,2251,7311
547,820,32935,9969,1575,2904,1,15417,918,440,6114
548,431,820,5114,164,4181,199,32935,1575,2001,11061
549,1690,11061,440,30911,15335,4282,15417,6114,5205,23317
550,477,440,2952,11061,6114,387,26055,4181,32935,263
551,820,32935,199,2001,440,22135,164,15335,918,12431
552,820,15417,1575,32935,263,9969,7311,12431,918,9253
553,32935,5114,4181,820,28977,9969,918,11061,15417,15335
554,32935,4181,28977,11061,820,15417,440,9253,245,2251
555,440,820,32935,9969,28977,9253,5114,918,8142,11061
556,820,5114,32935,918,431,9969,4224,6114,440,1535
557,820,4181,32935,28977,918,440,813,1,9253,15417
558,820,918,9989,32935,2001,4181,2904,9969,1575,5114
559,820,9253,32935,1,15335,7311,918,12431,205,28977
560,820,5114,4181,12431,2001,263,32935,440,918,16498
561,820,9969,918,4181,32935,15417,2904,12431,12355,2001
562,820,918,2001,32935,1575,4181,28977,15417,9253,11757
563,820,32935,918,1575,199,15417,15335,9969,440,12431
564,820,4181,2001,32935,5114,11981,12431,9969,440,28977
565,820,32935,164,199,12431,14719,28977,440,15335,15417
566,820,9253,32935,2001,918,1,28977,15417,440,12431
567,820,5114,32935,440,164,431,22135,6114,12431,23273
568,820,32935,4181,1575,918,431,12431,1,9969,22135
569,820,918,4181,7311,9253,15417,11061,32935,9969,28977
570,820,431,32935,918,1575,1,2904,28977,440,12431
571,4181,32935,820,5114,9253,440,431,918,28977,15335
572,32935,1575,1,15417,918,4898,440,15335,12431,28977
573,820,32935,918,15417,9969,440,28977,12431,6114,2001
574,18689,3002,861,7785,14751,14811,14829,14833,14921,14967
575,8479,17513,740,762,47,44,5300,10798,18179,572
576,820,5114,440,813,1535,12431,32935,918,13601,2001
577,12355,820,918,32935,2001,15417,440,4181,12431,9969
578,820,32935,199,440,15335,6114,9969,12431,28977,15417
579,32935,820,4181,9253,15335,918,1,164,15417,440
580,820,32935,918,9253,9969,12431,5114,15417,4181,263
581,440,32935,820,918,22135,2001,28977,6114,23273,8142
582,820,32935,15417,9989,12431,28977,918,440,9253,6114
583,4181,9253,32935,12431,263,10162,2164,1535,918,5258
584,529,486,1033,9969,7465,31741,7785,6675,5258,122
585,820,32935,918,4181,28977,15335,12431,9969,440,15417
586,820,28977,12431,9969,32935,4181,12355,15417,5114,19647
587,820,32935,245,199,19,5114,1,164,9253,30
588,820,32935,918,11061,2904,4181,440,199,10620,15417
589,18689,3002,7785,5,15809,15315,15335,15379,15417,15605
590,820,2001,918,32935,1,9969,431,12431,15335,15417
591,440,820,5114,9253,32935,28977,1535,15417,1,7785
592,918,820,32935,2001,9969,15417,431,6114,15335,440
593,1,4181,2001,820,32935,199,11061,440,164,12431
594,820,918,4181,32935,9969,440,11061,1,263,12431
595,820,32935,5114,431,1,440,918,15335,4181,15417
596,820,918,9253,4181,32935,15417,28977,2001,8142,16498
597,239,486,102,28805,28675,30296,27829,3002,1827,457
598,1,1575,813,440,28977,15335,2904,820,32935,9969
599,820,32935,5114,918,440,28977,431,9969,15335,12431
600,4181,820,32935,9253,918,15417,5114,1535,2001,28977
601,4181,32935,440,15417,5114,9253,245,11061,820,10162
602,820,5114,28977,4181,9969,7,440,15417,164,11577
603,820,4181,32935,12431,2001,164,15417,918,28977,11061
604,820,32935,1,4181,15417,918,12431,6114,15335,28977
605,820,9253,32935,2001,15417,12431,9989,16498,4181,918
606,820,16498,32935,1575,2904,1,11061,12431,1535,199
607,820,918,2001,15417,32935,9969,263,11757,4181,12431
608,32281,820,15417,6114,1575,9969,8142,9260,9253,263
609,4181,9253,820,918,32935,15417,12355,28977,5114,440
610,820,32935,918,12431,15335,431,19,440,6114,15417
611,820,32935,918,28977,4181,440,15417,1535,12431,263
612,820,32935,2001,12355,6114,23273,4181,918,12431,440
613,820,918,32935,199,12431,2001,440,457,15417,9969
614,820,32935,918,9253,2001,15417,12431,440,164,16498
615,820,4181,15417,6114,32935,5114,10165,12431,15335,1535
616,820,32935,918,9989,28977,12431,1575,6114,15417,15335
617,1,10721,11577,16706,23273,11061,1575,24415,205,199
618,820,9253,918,32935,2001,1575,12355,15417,9969,10620
619,5114,820,32935,199,164,918,9969,440,12431,15335
620,4181,32935,9253,918,820,9969,2001,11771,164,431
621,18689,1827,32542,3002,457,379,7785,23311,529,6114
622,820,32935,3002,5258,2164,12431,13125,28977,7785,13601
623,11061,32935,820,12431,4181,9253,15417,918,28977,23273
624,820,11061,4181,918,32935,7311,15417,28977,16498,9253
625,820,12471,9969,11061,32935,28977,5690,57,30885,12431
626,820,32935,4181,918,15417,2167,440,12431,9989,22135
627,820,2001,32935,1,199,918,12355,440,164,11061
628,15417,11061,32935,918,9969,5114,199,28977,2164,263
629,820,32935,12355,5114,15335,12431,918,15417,4181,440
630,820,9969,918,32935,2001,199,1,4181,11061,440
631,7785,12471,820,5258,98,3002,19365,7465,136,11061
632,820,918,4181,32935,11061,15417,1,9253,30,28977
633,820,32935,440,13125,6114,9969,22135,12431,28977,15417
634,820,5114,32935,4181,813,9253,2904,28977,440,6114
635,820,2001,9253,1,5114,32935,4181,12355,15417,918
636,820,32935,918,431,28977,12431,440,15417,199,15335
637,820,5114,32935,2001,199,9969,918,12431,164,440
638,820,918,32935,9253,12431,431,5114,12355,7785,15417
639,820,164,4181,32935,2904,2001,11061,9253,9969,440
640,820,4181,32935,9253,16498,28977,5114,440,23273,12355
641,11061,440,32935,918,820,15417,9253,5114,28977,4181
642,820,9253,32935,1575,918,4181,164,2904,9989,15335
643,820,32935,431,23273,4181,15417,813,263,486,440
644,820,486,5114,11061,32935,813,263,9253,9926,15417
645,9253,15417,820,5040,4181,32281,3002,486,918,6211
646,820,5114,4181,32935,11061,9969,12355,23273,918,2001
647,820,1,12431,32935,4181,28977,11061,9253,440,9969
648,820,4181,32935,918,199,1575,164,15417,2904,9969
649,820,32935,199,431,440,5114,12355,9253,15417,6114
650,820,4181,9253,5114,32935,1575,2001,15335,440,2167
651,820,9969,32935,12431,12355,28977,440,918,5258,15417
652,820,32935,9969,12431,23273,440,15417,813,15335,918
653,820,4181,12355,12431,32935,918,28977,15417,2001,9253
654,820,32935,9253,5114,1,15417,199,440,918,431
655,820,32935,5114,918,12431,9989,15417,440,164,6114
656,820,15335,32935,918,15417,12431,22135,440,6114,28977
657,820,9253,32935,4181,918,9969,813,164,15335,12431
658,820,9253,4181,32935,11061,12355,918,12431,15417,28977
659,820,5114,32935,11757,12431,28977,44,8142,23273,2904
660,32935,820,5114,440,918,15335,15417,6114,12431,1
661,820,32935,440,15417,28977,199,12431,15335,6114,918
662,820,4181,918,15417,12431,440,28977,15335,10165,23273
663,32935,820,9253,918,4181,5114,164,1575,440,2001
664,32935,28977,12431,4181,820,9253,918,440,6114,16498
665,820,9253,9969,4181,918,12355,32935,15417,13125,9756
666,820,15335,32935,918,11061,2001,15417,9969,17074,1
667,820,918,9253,15417,4181,17074,32935,1,13125,9969
668,820,918,2904,9253,32935,164,4181,1575,1,28977
669,820,2001,32935,12355,918,9756,28977,1,15335,15417
670,820,32935,1575,199,1,2904,440,6114,22135,164
671,440,2164,9253,32935,9260,15335,12431,4181,11061,5114
672,820,16498,32935,918,15417,9989,1,12431,5114,11757
673,820,9253,1535,918,28977,12431,8142,30276,4181,15417
674,379,440,31741,23273,820,32935,3002,18689,31174,6675
675,820,9253,32935,15417,918,28977,9969,4181,12431,813
676,28675,136,147,529,28805,31240,256,122,4280,27833
677,440,918,1,15417,12355,32935,9969,4181,813,28977
678,486,18245,3002,31741,7785,25835,94,98,12471,9074
679,820,1,199,2001,32935,12431,15417,9253,431,1575
680,1,431,15335,32935,12431,199,9969,440,813,820
681,820,4181,9253,32935,1,1575,918,12431,7311,5114
682,9253,820,4181,15417,12431,32935,918,28977,2164,5114
683,32935,820,440,9253,322,5114,918,10162,2001,2904
684,18689,3002,5,15613,15085,15117,15197,15225,15335,15417
685,32935,28977,820,2001,11061,4181,18689,12431,9253,440
686,486,820,32935,30885,918,11061,15417,12431,457,329
687,820,32935,28977,2001,15417,440,15335,12431,918,19647
688,820,32935,5114,9253,44,263,15335,22135,12431,12355
689,820,5114,32935,9969,918,9253,164,12431,2001,440
690,820,32935,918,4181,9253,2904,9969,1,12431,7311
691,820,32935,199,15335,15417,16498,12431,440,11757,11771
692,820,2001,32935,5114,11061,28977,918,15417,23273,1
693,820,4181,15417,32935,431,918,9969,12431,28977,2001
694,820,32935,813,6547,15335,440,15417,22135,28977,44
695,820,4181,918,32935,15417,440,5114,7311,26055,12431
696,820,32935,15417,13125,9253,28977,3002,486,263,9969
697,820,32935,4181,431,12431,918,1535,2001,28977,16498
698,1827,18245,28675,32542,5690,102,18139,31741,31404,529
699,820,9253,32935,4181,6114,1535,12431,918,1575,431
700,820,15417,122,918,4181,2001,12431,11061,9969,486
701,820,32935,12355,164,431,199,12431,15417,4181,440
702,820,32935,440,12431,22135,28977,12355,23273,8142,10162
703,820,4181,918,32935,12431,15417,9969,440,2001,199
704,820,164,32935,4181,9253,2001,11061,5114,28977,245
705,820,32935,12431,9969,164,431,918,15417,440,6114
706,440,32935,9253,4181,918,28977,1535,820,15417,7785
707,820,918,32935,2904,16498,2001,12355,12431,1,7311
708,32935,28977,15335,32828,9260,28725,15417,9969,31174,918
709,820,28977,12431,122,1690,5114,32998,2164,918,9253
710,820,4181,32935,5114,1575,918,2001,440,28977,9969
711,4181,820,32935,6114,918,15417,2904,8142,12431,440
712,820,4181,9969,32935,440,15417,11061,263,1575,12355
713,820,4181,9989,32935,918,2001,15417,12431,9969,440
714,820,32935,1535,2001,1,9253,440,245,9969,13125
715,820,4181,2001,5114,32935,11061,9969,486,15417,6114
716,2164,28977,12431,387,440,4181,32935,5114,12531,11665
717,820,32935,12431,9253,5114,15417,4181,486,28977,1575
718,32935,440,820,4181,28977,9253,12431,11061,1535,15417
719,918,4181,32935,2001,15417,12431,28977,1535,486,9969
720,820,32935,28977,6114,12355,9969,15417,19647,26055,245
721,820,2001,32935,5114,4181,9253,6547,918,2904,28977
722,32935,820,1,15335,12431,440,22135,164,28977,2904
723,820,9969,32935,4181,32,918,15417,440,12431,9756
724,820,9253,32935,440,4181,918,13601,16498,1575,15417
725,820,32935,1,12431,2904,918,28977,22135,431,440
726,820,4181,28977,918,12355,32935,457,10162,6114,19
727,918,32935,820,9969,1575,245,7311,9253,15417,440
728,820,32935,2001,7311,9926,13601,12431,122,486,15417
729,18245,12471,18689,7785,25835,379,31741,5258,486,29589
730,32935,820,9253,12431,440,2001,918,15417,245,12355
731,32935,918,9253,820,2001,9969,5114,4181,486,1142
732,147,182,390,18689,94,31741,25835,486,122,529
733,820,4181,32935,2904,2001,15335,199,5114,918,1575
734,32935,4181,5114,6114,9253,8142,199,1,918,15335
735,820,32935,1,431,4181,15417,440,2251,6114,28977
736,820,918,9253,4181,13601,32935,16498,1,440,15417
737,820,32935,918,11061,2904,440,164,2251,6746,9969
738,820,32935,1,15417,440,15335,4224,12431,12355,4898
739,32935,12431,440,918,9253,486,23273,15417,26055,5114
740,820,4181,9253,2001,32935,431,9969,32,1,918
741,32935,15335,9969,431,918,440,22135,12431,15417,6114
742,98,25835,7785,820,32542,12471,7465,30885,18245,31240
743,820,2904,918,32935,440,15417,12431,12355,4181,13125
744,820,5114,1575,32935,4181,2001,918,2904,813,6114
745,820,2001,32935,28977,12431,11061,1535,9253,4181,5114
746,820,32935,4181,12431,440,15417,15335,28977,6114,1575
747,820,1,9969,32935,918,15417,5081,6114,578,5
748,820,32935,5114,9969,918,15335,4181,28977,15417,9253
749,820,1575,4181,9253,5114,32935,32,199,440,28977
750,4181,1575,820,813,32935,6702,11757,44,22135,440
751,820,32935,440,6114,22135,9969,12431,15417,13125,28977
752,820,9969,9253,4181,11061,32935,23273,2001,15417,918
753,820,4181,5114,15335,16498,9253,32935,1575,9989,9756
754,820,9253,32935,12431,918,28977,440,9989,15417,32
755,23273,7785,102,3002,820,13125,10030,263,5258,9863
756,440,32935,9253,28977,820,918,15417,387,9989,7785
757,820,32935,9989,1,9969,12431,918,23273,15335,15417
758,820,32935,199,9969,164,813,12355,918,440,28977
759,820,32935,28977,2001,1,11061,440,6114,9969,15417
760,6,16009,15379,15417,15583,15605,15613,15687,15699,15751
761,18245,486,379,3002,18689,31737,7465,7785,25835,29589
762,820,1535,32935,431,1575,440,2904,199,5114,12431
763,820,32935,4181,2001,9253,9756,9969,918,1575,15335
764,7465,3002,7785,31741,25835,372,15335,15379,15699,15417
765,820,4181,2001,32935,5114,431,1,9969,15335,440
767,820,32935,440,9253,1,12431,11061,918,1535,15417
768,820,32935,4181,1575,440,28977,9253,431,1535,6114
769,5040,8142,15417,32935,820,267,28891,512,19647,11981
770,820,440,918,32935,15417,9253,1,4181,5114,12355
771,820,32935,199,28977,12431,440,15335,431,19647,13125
772,820,31741,15417,11061,32281,28977,918,8142,136,13125
773,820,1,32935,2001,12431,9969,918,6114,440,9989
774,820,5114,32935,15335,28977,918,12431,2001,1,15417
775,4181,820,918,11061,9253,32935,2001,1535,15417,9969
776,820,5114,32935,918,15335,28977,440,15417,12431,22135
777,5114,2001,820,32935,4181,11061,12355,440,918,431
778,820,32935,2001,199,12355,4181,1,12431,15417,28977
779,440,32935,4181,820,28977,9253,10162,5114,2904,486
780,18245,98,25835,3002,12471,30885,7465,7785,486,28675
781,529,18245,18689,3002,7785,25835,31737,32542,198,29589
782,820,164,2001,9253,32935,9969,12355,15417,1535,431
783,820,32935,1,9989,4181,164,440,28977,12431,918
784,820,5114,32935,12431,6114,440,4181,15417,12355,28891
785,7785,3002,7465,30885,529,102,94,486,570,861
786,1,918,269,440,12431,6114,15335,15417,164,19647
787,4181,820,9253,2001,9969,32935,5114,32,440,17074
788,820,431,199,32935,2904,1575,9253,918,440,6114
789,820,4181,918,5114,2001,23273,9253,32935,12355,2904
790,820,9253,32935,12355,5114,4181,15417,9989,440,11061
791,820,32935,5114,9253,16498,15335,440,15417,12355,12431
792,820,32935,1575,11061,440,6114,12355,1,7311,164
793,820,32935,4181,2001,12431,5114,15417,11061,15335,2167
794,820,9989,4181,32935,918,15417,2001,9253,486,5114
795,820,32935,440,12431,30276,28977,23273,8142,22135,12355
796,1,9253,3784,170,4181,26055,164,5040,5205,5258
797,820,32935,15417,440,28977,1,12431,164,5258,9969
798,820,5114,32935,1575,2001,1535,4181,2904,918,9969
799,1,164,11741,199,8142,15417,31043,170,7785,9253
800,820,918,32935,4181,9253,28977,2001,440,2904,1575
801,820,28977,32935,4181,12431,15417,11061,431,3002,7785
802,820,32935,431,918,1,28977,9989,2001,15417,813
803,820,32935,4181,9969,918,28977,813,9253,12431,440
804,820,918,15417,9969,4282,12431,13125,28977,32935,19
805,820,32935,4181,918,12431,440,2001,9253,15417,245
806,1,6114,28977,269,440,164,813,820,918,121
807,820,5114,32935,11061,1575,28977,918,2904,4181,440
808,820,9969,4181,2001,32935,15417,12355,440,12431,431
809,820,4181,918,5114,9253,32935,15417,9969,28977,2001
810,820,4181,11061,918,28977,32935,245,9253,813,12431
811,18689,379,3002,16353,15699,15751,16001,16005,16011,16035
812,5114,9253,4181,11061,3002,23273,15417,918,2001,2904
813,820,32935,28977,6114,440,12431,22135,15335,15417,9969
814,820,32935,164,22135,12431,440,23273,28977,11061,813
815,820,32935,2001,9253,16498,28977,440,5114,1,9969
816,1,820,16498,440,32935,15335,12355,4181,164,9253
817,820,918,431,4181,199,9989,32935,15417,245,9253
818,28977,2164,801,2418,245,437,5114,2001,4181,24701
819,2001,199,5114,918,440,32935,9969,820,9253,12431
820,4181,9253,32935,2001,1,440,12431,22135,28977,12355
821,820,6114,9969,263,5114,9253,918,32281,3002,15417
822,820,15417,4181,1,32935,918,9253,11061,2001,5114
823,820,32935,813,4181,918,9253,12431,15335,440,11061
824,820,7193,440,400,15335,9969,2164,32935,12431,9863
825,820,440,28977,9989,1535,9253,2001,4181,12431,6114
826,32935,820,2001,5114,28977,15417,4181,440,9253,1535
827,820,440,32935,8142,12431,918,9253,28977,5114,9969
828,5114,9253,4181,11061,3002,23273,15417,918,2001,2904
829,820,5114,32935,2001,918,15335,12431,15417,1,440
830,820,16498,9253,32935,5114,440,2001,4181,15417,1
831,400,31559,4814,9969,918,170,263,12477,9253,10721
832,820,199,918,4181,9969,32935,12431,15417,2001,440
833,820,32935,199,164,23273,918,4181,32,22135,12355
834,12355,4181,820,28977,440,9969,15417,19,918,5114
835,820,12431,4181,15417,32935,440,918,28977,12355,1575
836,32935,11061,4181,918,9253,1535,7311,11741,10162,15417
837,820,918,32935,5114,12431,15417,2001,1575,28977,44
838,820,918,32935,4181,431,12355,15417,28977,205,32281
839,4181,820,9253,1535,32935,9756,2001,2904,15417,813
840,820,918,9969,9253,2001,32935,15335,431,15417,23273
841,820,4181,9253,2001,32935,19,15335,9969,918,2904
842,18689,32542,7785,7465,25835,3002,820,28391,15335,14837
843,820,4181,32935,9253,5114,1,2001,15335,12431,22135
844,529,18689,3002,1,15451,14967,15039,15051,15117,15225
845,820,4181,32935,12355,918,12431,9253,15417,440,9969
846,918,820,4181,2001,15417,9969,32935,440,12431,1
847,820,32935,2001,1575,28977,918,15417,440,12431,11757
848,820,32935,199,918,9253,22135,5114,4181,245,6114
849,820,4181,32935,918,15417,11061,440,1,11741,457
850,9253,32935,820,9969,4181,15417,7785,10162,918,387
851,820,918,32935,9989,12431,13601,440,9969,15417,28977
852,820,32935,1,26055,5114,9969,4181,431,15335,28977
853,820,4181,5114,32935,3002,440,13601,15417,199,2001
854,820,32935,440,918,1,4181,199,15417,12355,12431
855,4181,32935,820,11061,12431,245,28977,440,9253,2001
856,820,2001,9253,2904,918,9969,32935,32,15417,12431
857,820,32935,5114,918,6114,1,15417,15335,440,12431
858,820,918,9969,32935,15417,4181,2001,9253,6114,1575
859,820,32935,4181,6114,431,918,15335,5114,28977,440
860,820,5114,2904,1575,32935,9253,28977,918,12431,2001
861,820,32935,199,28977,15417,15335,6114,440,12431,13125
862,820,32935,2001,9253,918,10165,440,12431,6114,269
863,820,918,9253,32935,28891,32,1,4181,12431,2001
864,9253,918,10162,199,32281,587,170,18497,31914,1535
865,32935,199,8142,431,32281,4181,820,4565,135,272
866,5114,32935,820,440,32,1,4181,9253,15417,2251
867,820,32935,4181,12431,15417,9969,440,28977,5258,5114
868,820,9253,32935,13125,12431,918,440,4181,11061,431
869,820,431,2001,4181,32935,9253,199,9969,15335,7311
870,820,7785,30458,11061,5690,457,1827,136,6114,4565
871,820,32935,11061,9253,5114,918,1,15417,28977,263
872,820,918,32935,4181,28977,12355,32281,15417,2001,12431
873,440,32935,28977,9253,245,2001,820,1535,486,9989
874,820,918,11061,12431,9969,15417,32935,9253,245,1575
875,820,32935,5114,199,164,11061,12355,6114,28977,17074
876,440,820,4181,2164,32935,11061,918,5258,15417,486
877,198,7785,32542,25835,31741,11061,28675,136,790,5258
878,820,32935,1,2001,15335,15417,5114,9253,164,440
879,820,9253,918,16498,199,15417,32935,245,3002,457
880,820,5114,32935,23273,10162,6114,15417,440,918,9253
881,820,245,918,32935,12355,4181,11061,5114,9969,1535
882,820,12431,32935,28977,1535,440,4181,32,9253,32281
883,820,918,1575,28977,32935,2001,11757,4181,15417,9253
884,820,32935,4181,918,12355,9969,15417,15335,13125,9253
885,820,2001,918,440,32935,12431,199,9969,28977,15417
886,820,9253,199,2904,4181,32935,15335,1575,431,918
887,5258,3002,31741,11061,28391,30885,23273,25835,15417,9969
888,820,431,32935,5114,1575,9969,918,32,12431,9253
889,529,30885,136,1827,182,7785,2994,102,28675,387
890,820,5114,32935,32,1,918,11061,440,12431,22135
891,820,5114,440,918,32935,12431,9253,15417,2001,1
892,820,486,5258,32935,12477,2164,11061,13125,15335,387
893,820,4181,5114,32935,199,813,918,1575,9969,15417
894,820,32935,918,431,440,813,15335,12431,15417,22135
895,440,4181,32935,9253,28977,10162,28891,11061,918,1535
896,820,32935,2001,918,2904,4181,12431,9253,28977,22135
897,820,5114,32935,4181,11061,9969,15417,12355,918,28977
898,379,9253,26055,1535,2164,5114,245,5258,9863,15417
899,820,32935,4181,164,2001,28977,1,269,6114,440
900,820,4181,5114,9969,32935,1575,431,28977,15417,12431
901,820,12431,1,28977,32935,9253,9969,13125,263,1575
902,820,5114,199,9253,9969,32935,245,15417,1535,1575
903,5114,820,32935,1575,9253,440,15417,11061,199,4181
904,820,918,32935,2001,2904,11061,440,12431,1,15417
905,820,918,32935,5114,199,23273,12355,11061,15417,9969
906,820,28977,32935,918,23273,12355,15417,1,7785,440
907,820,32935,4181,1575,918,9969,15417,15335,12431,22135
908,820,9253,4181,2001,1575,5114,32935,9969,1,2904
909,820,32935,440,7785,9253,28977,8142,5114,199,11061
910,820,918,32935,15417,28977,2001,5114,12431,11061,4282
911,820,9253,1,440,6114,164,28977,22135,15417,15335
912,820,32935,440,4181,9253,12431,11061,245,6114,28977
913,820,9969,32935,2001,918,440,15417,4181,11981,12431
914,820,4181,32935,23273,9969,9253,15417,263,431,918
916,820,5114,2904,32935,918,1575,4181,2001,431,15417
917,6,14967,14467,14527,14713,14719,14751,14811,14829,14921
918,820,4181,918,9969,12431,5114,263,30,15417,2001
919,820,918,32935,2001,15417,1,11061,440,12431,28977
920,820,5114,32935,1,918,6114,440,22135,15417,28977
921,32828,18245,31741,529,31953,7785,198,25835,28675,790
922,820,1,32935,4181,918,9969,7311,440,199,2001
923,820,32935,918,2001,2904,9253,5114,12431,440,6114
924,18689,28805,3002,1,14131,13357,13367,13535,13659,13663
925,3002,7785,4884,486,21339,30885,15699,15751,15809,16001
926,820,32935,431,918,28977,440,12431,15417,15335,12355
927,820,4181,199,15417,918,9253,32935,440,12431,9969
928,820,32935,918,6114,2001,15417,1535,12431,9253,1575
929,1,440,2001,918,28977,820,1535,32935,30,22135
930,820,32935,431,11061,918,12431,440,22135,7311,164
931,820,5114,2904,32935,1575,32,2001,813,15335,164
932,820,457,2904,32935,19,15417,28977,263,486,8142
933,820,32935,199,11061,9969,431,440,918,11771,15335
934,820,1575,32935,9253,2904,22135,440,15335,6114,918
935,820,918,2001,15417,440,32935,9969,28977,11061,12431
936,12431,440,32935,820,9969,15335,15417,19647,918,269
937,1,2904,15417,28977,440,918,6114,1575,2001,12431
938,820,32935,440,12431,15417,22135,28977,918,6114,8142
939,18245,7785,18689,3002,390,21339,29589,30885,7465,31741
940,18689,32542,1,12967,12403,12413,12431,12531,12859,12883
941,820,4181,32935,918,12431,16498,1,245,440,11061
942,820,9253,9969,23273,11061,15417,263,3002,32935,12431
943,9969,820,12431,164,15335,15417,2001,6114,918,4181
944,32935,4181,431,820,263,7785,11061,5258,15417,15335
945,1,820,32935,440,15417,2001,813,9969,30,4224
946,820,32935,15335,9969,11757,440,15417,22135,12431,28977
947,23273,486,9253,820,15417,918,245,440,5114,13125
948,820,918,199,32935,15417,9253,28977,205,2904,1575
949,11061,5114,918,15417,32935,9969,2904,2164,199,263
950,820,918,32935,9969,11061,4181,12431,15417,28977,13601
951,820,32935,2001,28977,15417,12355,918,440,486,5114
952,32935,440,9253,28977,918,4181,2001,12431,1535,820
953,18689,379,32542,25835,486,3002,31559,10588,820,4106
954,7785,918,9253,19647,8142,457,440,2904,5114,16498
955,820,4181,32935,918,12355,15335,9253,11061,440,12431
956,820,32935,440,6114,12431,7311,12355,20583,457,19647
957,820,32935,9253,813,918,4181,2904,1575,12431,15335
958,820,32935,440,28977,12431,15417,19647,918,263,7785
959,32935,12431,918,4181,9969,23273,2904,10162,934,11061
960,486,136,11061,387,31173,12531,901,8876,94,529
961,4181,820,9253,2001,32935,15417,7311,12355,918,12431
962,820,12431,15417,4181,329,918,32935,14719,486,8142
963,4181,820,918,9969,440,28977,12431,6114,15417,15335
964,820,32935,4181,440,12431,1535,918,9969,245,2001
965,2904,820,9969,12431,5114,4181,1,32935,918,28977
966,820,9969,32935,2001,918,15417,19,7311,12431,440
967,820,32935,12355,2001,15417,9989,813,6114,440,9253
968,820,4181,918,9253,32935,9969,12355,440,15335,15417
969,5114,820,9989,440,9253,32,32935,2904,918,1
970,820,918,11061,7785,32935,28977,15417,440,3002,12431
972,820,9253,19,4181,32935,918,2904,440,11741,28977
973,820,6675,3002,98,7627,5258,12477,9863,10162,570
974,5114,9253,4181,11061,3002,23273,15417,918,2001,2904
975,400,9863,32935,2904,28977,30,2001,820,918,1535
976,820,1,32935,12355,15335,918,15417,32,22135,9969
