,ID,Name,Genre,Studio,members,Rating,0
236,14719,JoJo no Kimyou na Bouken TV ,"Action, Adventure, Shounen, Supernatural, Vampire",David Production,190197.0,8.34,0
237,28927,Owari no Seraph Nagoya Kessen hen,"Action, Drama, Shounen, Supernatural, Vampire",Wit Studio,190058.0,7.76,0
238,16782,Kotonoha no Niwa,"Drama, Psychological, Romance, Slice of Life",CoMix Wave Films,189741.0,8.2,2
239,14713,Kamisama Hajimemashita,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TMS Entertainment,189641.0,8.12,2
240,23199,Durarara x2 Shou,"Action, Mystery, Supernatural",Shuka,189407.0,8.09,0
241,6956,Working ,"Comedy, Slice of Life",A-1 Pictures,189367.0,7.77,2
242,101,Air,"Drama, Romance, Slice of Life, Supernatural",Kyoto Animation,188861.0,7.39,2
243,30296,Rakudai Kishi no Cavalry,"Action, Ecchi, Fantasy, Romance, School","Silver Link.,       Nexus",188685.0,7.71,1
244,31478,Bungou Stray Dogs,"Action, Comedy, Mystery, Seinen, Supernatural",Bones,187805.0,7.83,0
245,430,Fullmetal Alchemist The Conqueror of Shamballa,"Comedy, Drama, Fantasy, Historical, Military, Shounen",Bones,186465.0,7.66,3
246,19163,Date A Live II,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",Production IMS,186187.0,7.41,1
247,32282,Shokugeki no Souma Ni no Sara,"Ecchi, School, Shounen",J.C.Staff,185015.0,8.41,2
248,24415,Kuroko no Basket 3rd Season,"Comedy, School, Shounen, Sports",Production I.G,184525.0,8.49,2
249,2787,Shakugan no Shana II Second ,"Action, Drama, Fantasy, Romance, School, Supernatural",J.C.Staff,184525.0,7.69,2
250,8937,Toaru Majutsu no Index II,"Action, Magic, Sci-Fi, Super Power",J.C.Staff,184520.0,7.74,0
251,8516,Baka to Test to Shoukanjuu Ni ,"Comedy, Romance, School, Super Power",Silver Link.,183722.0,7.87,2
252,4063,Sekirei,"Action, Comedy, Ecchi, Harem, Super Power",Seven Arcs,182713.0,7.27,1
253,3784,Evangelion 2 0 You Can Not Advance,"Action, Mecha, Sci-Fi",Khara,182224.0,8.4,3
254,552,Digimon Adventure,"Action, Adventure, Comedy, Fantasy, Kids",Toei Animation,182208.0,7.86,3
255,30307,Monster Musume no Iru Nichijou,"Comedy, Ecchi, Fantasy, Harem, Romance, Seinen",Lerche,181845.0,7.25,1
256,232,Cardcaptor Sakura,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",Madhouse,181249.0,8.2,2
257,27787,Nisekoi ,"Comedy, Harem, Romance, School, Shounen",Shaft,180686.0,7.48,1
258,10790,Kore wa Zombie Desu ka of the Dead,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",Studio Deen,180032.0,7.67,1
259,19221,Ore no Nounai Sentakushi ga Gakuen Love Comedy wo Zenryoku de Jama Shiteiru,"Comedy, Romance, School",Diomedea,179569.0,7.4,2
260,28891,Haikyuu Second Season,"Comedy, Drama, School, Shounen, Sports",Production I.G,179342.0,8.85,2
261,2593,Kara no Kyoukai 1 Fukan Fuukei,"Action, Mystery, Supernatural, Thriller",ufotable,178880.0,7.7,0
262,24,School Rumble,"Comedy, Romance, School, Shounen",Studio Comet,178553.0,8.0,2
263,17729,Grisaia no Kajitsu,"Drama, Harem, Psychological, Romance, School",8bit,178166.0,7.66,1
264,30654,Ansatsu Kyoushitsu TV 2nd Season,"Action, Comedy, School, Shounen",Lerche,176475.0,8.62,3
265,578,Hotaru no Haka,"Drama, Historical",Studio Ghibli,174878.0,8.53,2
266,2605,Sayonara Zetsubou Sensei,"Comedy, Parody, School",Shaft,174531.0,7.95,1
267,4975,Ch oS HEAd,"Harem, Mystery, Psychological, Sci-Fi, Supernatural",Madhouse,174337.0,6.47,0
268,11319,Zero no Tsukaima F,"Adventure, Ecchi, Fantasy, Magic, Romance",J.C.Staff,174026.0,7.66,3
269,3470,Special A,"Comedy, Romance, School, Shoujo","Gonzo,       AIC",173603.0,7.68,2
270,15689,Nekomonogatari Kuro,"Comedy, Romance, Supernatural",Shaft,173264.0,8.03,1
271,8861,Yosuga no Sora In Solitude Where We Are Least Alone ,"Drama, Ecchi, Harem, Romance",feel.,173216.0,6.49,1
272,228,Jigoku Shoujo,"Horror, Mystery, Psychological, Supernatural",Studio Deen,172415.0,7.72,0
273,12445,Tasogare Otome x Amnesia,"Horror, Mystery, Romance, School, Shounen, Supernatural",Silver Link.,172367.0,7.92,0
274,23233,Shinmai Maou no Testament,"Action, Demons, Ecchi, Fantasy, Harem, Romance",Production IMS,172321.0,7.01,1
275,8630,Hidan no Aria,"Action, Comedy, Romance, School",J.C.Staff,171888.0,7.03,1
276,9656,Kimi ni Todoke 2nd Season,"Romance, School, Shoujo, Slice of Life",Production I.G,171866.0,8.1,2
277,202,Wolf 039 s Rain,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",Bones,171863.0,7.88,3
278,32542,Sakamoto desu ga ,"Comedy, School, Seinen",Studio Deen,171452.0,7.67,2
279,16011,Tokyo Ravens,"Comedy, School, Shounen, Super Power, Supernatural",8bit,171384.0,7.68,2
280,72,Full Metal Panic Fumoffu,"Action, Comedy, School",Kyoto Animation,171086.0,8.13,2
281,66,Azumanga Daioh,"Comedy, School, Slice of Life",J.C.Staff,170901.0,8.02,2
282,16524,Suisei no Gargantia,"Action, Adventure, Mecha, Sci-Fi",Production I.G,170754.0,7.57,3
283,11433,Ano Natsu de Matteru,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",J.C.Staff,169718.0,7.61,2
284,12549,Dakara Boku wa H ga Dekinai ,"Comedy, Ecchi, Romance, Supernatural",feel.,169615.0,6.81,1
285,154,Shaman King,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",Xebec,169517.0,7.83,3
286,25397,Absolute Duo,"Action, Ecchi, Harem, Romance, School, Supernatural",8bit,168811.0,6.71,1
287,30544,Gakusen Toshi Asterisk,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",A-1 Pictures,168657.0,7.09,1
288,31442,Musaigen no Phantom World,"Action, Comedy, Fantasy, Slice of Life, Supernatural",Kyoto Animation,168482.0,6.98,3
289,10161,No 6,"Action, Sci-Fi",Bones,168017.0,7.69,0
290,1726,Devil May Cry,"Action, Demons, Fantasy",Madhouse,166398.0,7.08,0
291,136,Hunter x Hunter,"Action, Adventure, Shounen, Super Power",Nippon Animation,166255.0,8.46,3
292,32729,Orange,"Drama, Romance, School, Sci-Fi, Shoujo",Telecom Animation Film,165358.0,7.71,2
293,384,Gantz,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",Gonzo,165335.0,7.15,0
294,2104,Seto no Hanayome,"Comedy, Parody, Romance, School",Gonzo,165008.0,7.85,2
295,20853,Hitsugi no Chaika,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",Bones,164510.0,7.37,3
296,14833,Maoyuu Maou Yuusha,"Adventure, Demons, Romance, Fantasy",Arms,164445.0,7.4,3
297,1943,Paprika,"Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",Madhouse,163308.0,8.09,0
298,1530,Kanon 2006 ,"Drama, Romance, Slice of Life, Supernatural",Kyoto Animation,163171.0,8.07,2
299,7647,Arakawa Under the Bridge,"Comedy, Romance, Seinen",Shaft,162622.0,7.64,2
300,31580,Ajin,"Action, Horror, Mystery, Seinen, Supernatural",Polygon Pictures,160972.0,7.61,0
301,4059,Clannad Mou Hitotsu no Sekai Tomoyo hen,"Drama, Romance, School, Slice of Life",Kyoto Animation,160423.0,8.07,2
302,21431,Gokukoku no Brynhildr,"Drama, Mystery, Sci-Fi, Seinen",Arms,159899.0,7.03,0
303,21405,Bokura wa Minna Kawaisou,"Comedy, Romance, School, Slice of Life",Brain's Base,159793.0,7.8,2
304,10863,Steins Gate Oukoubakko no Poriomania,"Sci-Fi, Thriller",White Fox,159548.0,8.41,2
305,9367,Freezing,"Action, Drama, Ecchi, Harem, Martial Arts, Romance, Sci-Fi, Seinen",A.C.G.T.,159273.0,7.06,1
306,5682,Phantom Requiem for the Phantom,"Action, Drama, Seinen, Thriller",Bee Train,159105.0,8.07,0
307,79,Shuffle ,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen","Xebec,       Asread",158772.0,7.19,1
308,10800,Chihayafuru,"Drama, Game, Josei, Slice of Life, Sports",Madhouse,158561.0,8.27,2
309,28825,Himouto Umaru chan,"Comedy, School, Seinen, Slice of Life",Doga Kobo,158041.0,7.34,2
310,263,Hajime no Ippo,"Comedy, Drama, Shounen, Sports",Madhouse,157670.0,8.77,2
311,8795,Panty amp Stocking with Garterbelt,"Action, Comedy, Ecchi, Parody, Supernatural",Gainax,157642.0,7.77,0
312,30123,Akagami no Shirayuki hime,"Drama, Fantasy, Romance, Shoujo",Bones,157551.0,7.9,2
313,8676,Amagami SS,"Comedy, Romance, School, Slice of Life",AIC,157223.0,7.47,2
314,1698,Nodame Cantabile,"Comedy, Drama, Josei, Music, Romance, Slice of Life",J.C.Staff,157025.0,8.38,2
315,10163,C The Money of Soul and Possibility Control,"Action, Mystery, Super Power, Thriller",Tatsunoko Production,156853.0,7.34,0
316,10721,Mawaru Penguindrum,"Comedy, Drama, Mystery, Psychological",Brain's Base,156689.0,8.01,0
317,189,Love Hina,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",Xebec,156627.0,7.22,1
318,14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,"Comedy, Harem, Romance, School",A-1 Pictures,156116.0,7.23,1
319,13161,Hagure Yuusha no Aesthetica,"Action, Ecchi, Fantasy, Super Power",Arms,156044.0,7.1,0
320,23277,Saenai Heroine no Sodatekata,"Comedy, Ecchi, Harem, Romance, School",A-1 Pictures,155795.0,7.62,1
321,73,Full Metal Panic The Second Raid,"Action, Mecha, Military",Kyoto Animation,155340.0,8.01,0
322,15051,Love Live School Idol Project,"Music, School, Slice of Life",Sunrise,155281.0,7.57,2
323,11785,Haiyore Nyaruko san,"Comedy, Parody, Sci-Fi",Xebec,154595.0,7.17,2
324,20031,D Frag ,"Comedy, Game, School, Seinen",Brain's Base,154548.0,7.67,2
325,31637,Gate Jieitai Kanochi nite Kaku Tatakaeri 2nd Season,"Action, Adventure, Fantasy, Military",A-1 Pictures,153501.0,7.88,0
326,28249,Arslan Senki TV ,"Action, Adventure, Drama, Fantasy, Historical, Shounen","SANZIGEN,       LIDENFILMS",152811.0,7.78,3
327,512,Majo no Takkyuubin,"Adventure, Comedy, Drama, Fantasy, Magic, Romance","Studio Ghibli,       Studio Hibari",152331.0,8.3,3
328,12293,Campione Matsurowanu Kamigami to Kamigoroshi no Maou,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance",Diomedea,151928.0,7.23,1
329,1686,Bleach Movie 1 Memories of Nobody,"Action, Adventure, Super Power",Studio Pierrot,151598.0,7.53,3
330,10030,Bakuman 2nd Season,"Comedy, Drama, Romance, Shounen",J.C.Staff,151561.0,8.45,2
331,9969,Gintama 039 ,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Sunrise,151266.0,9.05,3
332,2924,ef A Tale of Memories ,"Drama, Mystery, Romance",Shaft,151106.0,8.02,2
333,513,Tenkuu no Shiro Laputa,"Adventure, Fantasy, Romance, Sci-Fi",Studio Ghibli,151061.0,8.38,3
334,861,xxxHOLiC,"Comedy, Drama, Mystery, Psychological, Supernatural",Production I.G,150872.0,8.07,2
335,22265,Free Eternal Summer,"Comedy, School, Slice of Life, Sports","Kyoto Animation,       Animation Do",150596.0,7.83,2
336,68,Black Cat,"Adventure, Comedy, Sci-Fi, Shounen, Super Power",Gonzo,150512.0,7.46,3
337,9289,Hanasaku Iroha,"Comedy, Drama, Seinen, Slice of Life",P.A. Works,150393.0,8.0,2
338,9379,Denpa Onna to Seishun Otoko,"Comedy, Sci-Fi, Seinen, Slice of Life",Shaft,149497.0,7.24,2
339,27655,Aldnoah Zero 2nd Season,"Action, Mecha, Sci-Fi, Space","A-1 Pictures,       TROYCA",149364.0,7.08,0
340,57,Beck,"Comedy, Drama, Music, Shounen, Slice of Life",Madhouse,148328.0,8.35,2
341,10495,Yuru Yuri,"Comedy, School, Shoujo Ai, Slice of Life",Doga Kobo,148140.0,7.66,2
342,18247,IS Infinite Stratos 2,"Action, Comedy, Harem, Mecha, Sci-Fi",8bit,146979.0,6.76,3
343,25835,Shirobako,"Comedy, Drama",P.A. Works,146895.0,8.41,2
344,8407,Sora no Otoshimono Forte,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",AIC A.S.T.A.,146697.0,7.69,1
345,6205,K mpfer,"Action, Comedy, Ecchi, Romance, School, Shoujo Ai, Super Power",Nomad,146631.0,6.59,1
346,12531,Sakamichi no Apollon,"Drama, Josei, Music, Romance, School","Tezuka Productions,       MAPPA",146592.0,8.4,2
347,10396,Ben To,"Action, Comedy, Martial Arts",David Production,146570.0,7.38,3
348,530,Bishoujo Senshi Sailor Moon,"Demons, Magic, Romance, Shoujo",Toei Animation,146521.0,7.74,2
349,7769,Ookami san to Shichinin no Nakama tachi,"Comedy, Parody, Romance",J.C.Staff,145982.0,7.3,2
350,6500,Seikon no Qwaser,"Action, Ecchi, Seinen, Super Power, Supernatural",Hoods Entertainment,145592.0,6.64,0
351,31636,Dagashi Kashi,"Comedy, Shounen, Slice of Life",feel.,145468.0,6.7,2
352,23673,Ookami Shoujo to Kuro Ouji,"Comedy, Romance, School, Shoujo",TYO Animations,145439.0,7.37,2
353,4725,Ga Rei Zero,"Action, Super Power, Supernatural, Thriller","AIC Spirits,       Asread",145102.0,7.68,0
354,5060,Hetalia Axis Powers,"Comedy, Historical, Parody",Studio Deen,144898.0,7.62,2
355,25159,Inou Battle wa Nichijou kei no Naka de,"Comedy, Romance, School, Slice of Life, Supernatural",Trigger,144370.0,7.26,2
356,21843,Shingeki no Bahamut Genesis,"Action, Adventure, Demons, Fantasy, Magic, Supernatural",MAPPA,143701.0,7.74,0
357,572,Kaze no Tani no Nausica ,"Adventure, Fantasy","Studio Hibari,       Topcraft",143273.0,8.45,3
358,16706,Kami nomi zo Shiru Sekai Megami hen,"Comedy, Harem, Romance, Shounen, Supernatural",Manglobe,142612.0,8.18,1
359,6512,Nyan Koi ,"Comedy, Harem, Romance",AIC,142264.0,7.28,2
360,60,Chrno Crusade,"Action, Demons, Historical, Romance, Supernatural",Gonzo,140865.0,7.73,0
361,32998,91 Days,"Action, Drama, Historical",Shuka,140604.0,7.88,0
362,9515,Highschool of the Dead Drifters of the Dead,"Comedy, Ecchi, Supernatural",Madhouse,140501.0,6.74,1
363,2890,Gake no Ue no Ponyo,"Adventure, Fantasy",Studio Ghibli,140277.0,7.93,3
364,24765,Gakkougurashi ,"Horror, Mystery, Psychological, School, Slice of Life",Lerche,140094.0,7.68,0
365,21327,Isshuukan Friends ,"Slice of Life, Comedy, School, Shounen",Brain's Base,139601.0,7.63,2
366,6114,Rainbow Nisha Rokubou no Shichinin,"Drama, Historical, Seinen, Thriller",Madhouse,139474.0,8.55,0
367,9062,Angel Beats Specials,"Action, Comedy, School, Supernatural",P.A. Works,139013.0,7.71,3
368,317,Final Fantasy VII Advent Children,"Action, Fantasy, Super Power",Square Enix,138659.0,7.85,3
369,13655,Little Busters ,"Comedy, Drama, School, Slice of Life, Supernatural",J.C.Staff,138655.0,7.6,2
370,6351,Clannad After Story Mou Hitotsu no Sekai Kyou hen,"Drama, Romance, School",Kyoto Animation,138364.0,7.94,2
371,323,Mousou Dairinin,"Drama, Mystery, Police, Psychological, Supernatural, Thriller",Madhouse,137687.0,7.72,0
372,5,Cowboy Bebop Tengoku no Tobira,"Action, Drama, Mystery, Sci-Fi, Space",Bones,137636.0,8.4,0
373,12413,Jormungand,"Action, Adventure, Seinen",White Fox,137610.0,7.91,0
374,16049,Toaru Kagaku no Railgun S,"Action, Sci-Fi, Super Power",J.C.Staff,137105.0,8.11,0
375,31404,Netoge no Yome wa Onnanoko ja Nai to Omotta ,"Comedy, Ecchi, Game, Romance, School",Project No.9,137102.0,7.02,1
376,17247,Machine Doll wa Kizutsukanai,"Action, Ecchi, Fantasy, School, Seinen",Lerche,136751.0,7.28,1
377,3731,Itazura na Kiss,"Comedy, Romance, Shoujo",TMS Entertainment,136279.0,7.66,2
378,7338,Darker than Black Kuro no Keiyakusha Gaiden,"Action, Mystery, Sci-Fi, Super Power",Bones,136135.0,8.03,0
379,13663,To LOVE Ru Darkness,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",Xebec,135929.0,7.65,1
380,11981,Mahou Shoujo Madoka Magica Movie 3 Hangyaku no Monogatari,"Drama, Magic, Psychological, Thriller",Shaft,135735.0,8.45,2
381,1292,Afro Samurai,"Action, Adventure, Samurai",Gonzo,135708.0,7.4,0
382,16762,Mirai Nikki Redial,"Action, Psychological, Shounen, Supernatural",Asread,135604.0,7.55,0
383,3785,Evangelion 3 0 You Can Not Redo,"Action, Mecha, Sci-Fi",Khara,135318.0,7.63,3
384,11703,Code Breaker,"Action, Comedy, School, Shounen, Super Power, Supernatural",Kinema Citrus,135255.0,6.93,1
385,9181,Motto To LOVE Ru,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",Xebec,134988.0,7.47,1
386,10588,Persona 4 the Animation,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",AIC A.S.T.A.,134942.0,7.59,2
387,4722,Skip Beat ,"Comedy, Drama, Romance, Shoujo",Hal Film Maker,134818.0,8.22,2
388,2889,Bleach Movie 2 The DiamondDust Rebellion Mou Hitotsu no Hyourinmaru,"Action, Adventure, Shounen, Supernatural",Studio Pierrot,134739.0,7.54,3
389,177,Tsubasa Chronicle,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",Bee Train,134705.0,7.62,3
390,27989,Hibike Euphonium,"Drama, Music, School",Kyoto Animation,134694.0,8.02,2
391,15085,Amnesia,"Fantasy, Josei, Mystery, Romance",Brain's Base,134349.0,6.29,2
392,10067,Angel Beats Another Epilogue,"Drama, School, Supernatural",P.A. Works,134180.0,7.57,2
393,6682,11eyes,"Action, Ecchi, Super Power, Supernatural",Doga Kobo,133971.0,6.32,0
394,12365,Bakuman 3rd Season,"Comedy, Drama, Romance, Shounen",J.C.Staff,133620.0,8.63,2
395,20689,Hamatora The Animation,"Comedy, Mystery, Super Power",NAZ,133571.0,7.38,0
396,17549,Non Non Biyori,"Comedy, School, Seinen, Slice of Life",Silver Link.,133475.0,8.0,2
397,20541,Mikakunin de Shinkoukei,"Comedy, Romance, School, Slice of Life",Doga Kobo,133385.0,7.52,2
398,11933,Oda Nobuna no Yabou,"Comedy, Historical, Romance","Madhouse,       Studio Gokumi",133216.0,7.57,2
399,6773,Shakugan no Shana III Final ,"Action, Drama, Fantasy, Romance, Supernatural",J.C.Staff,133010.0,7.64,3
400,27831,Durarara x2 Ten,"Action, Mystery, Supernatural",Shuka,132506.0,8.07,0
401,481,Yu Gi Oh Duel Monsters,"Adventure, Game, Shounen",Gallop,132099.0,7.56,3
402,19369,Outbreak Company,"Comedy, Fantasy, Harem, Parody",feel.,131520.0,7.44,2
403,8086,Densetsu no Yuusha no Densetsu,"Action, Adventure, Fantasy, Magic, Shounen",Zexcs,130689.0,7.71,3
404,7059,Black Rock Shooter OVA ,"Action, Drama, School, Slice of Life",Ordet,130665.0,7.18,2
405,16,Hachimitsu to Clover,"Comedy, Drama, Josei, Romance",J.C.Staff,130646.0,8.11,2
406,10568,Kamisama no Memochou,Mystery,J.C.Staff,130502.0,7.6,0
407,2026,Hayate no Gotoku ,"Action, Comedy, Harem, Parody, Romance",SynergySP,130085.0,7.66,1
408,31163,Dimension W,"Action, Sci-Fi, Seinen","Orange,       Studio 3Hz",130028.0,7.29,0
409,8424,MM ,"Comedy, Ecchi, Harem, School",Xebec,129672.0,7.24,1
410,44,Rurouni Kenshin Meiji Kenkaku Romantan Tsuioku hen,"Action, Drama, Historical, Martial Arts, Romance, Samurai",Studio Deen,129307.0,8.76,0
411,1559,Shijou Saikyou no Deshi Kenichi,"Action, Comedy, Martial Arts, School, Shounen",TMS Entertainment,129112.0,8.2,3
412,64,Rozen Maiden,"Action, Comedy, Drama, Magic, Seinen",Nomad,128688.0,7.51,3
413,16417,Tamako Market,"Comedy, Slice of Life",Kyoto Animation,128529.0,7.39,2
414,12291,Acchi Kocchi TV ,"Comedy, Romance, School, Seinen, Slice of Life",AIC,127973.0,7.59,2
415,19429,Akuma no Riddle,"Action, School, Shoujo Ai",Diomedea,127641.0,6.74,0
416,61,D N Angel,"Action, Comedy, Fantasy, Magic, Romance, School, Shoujo",Xebec,126914.0,7.28,1
417,4896,Umineko no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural",Studio Deen,126865.0,7.23,0
418,15037,Corpse Party Tortured Souls Bougyakusareta Tamashii no Jukyou,"Mystery, Horror, Supernatural",Asread,126699.0,6.87,0
419,1571,Ghost Hunt,"Comedy, Horror, Mystery, Shoujo, Supernatural",J.C.Staff,126426.0,7.88,2
420,5525,07 Ghost,"Action, Demons, Fantasy, Magic, Military, Shoujo",Studio Deen,126083.0,7.33,3
421,5042,Kiss x Sis,"Comedy, Ecchi, Harem, Romance, School, Seinen",feel.,125614.0,7.11,1
422,2418,Stranger Mukou Hadan,"Action, Adventure, Historical, Samurai",Bones,125503.0,8.37,0
423,1222,Bokura ga Ita,"Drama, Romance, Shoujo, Slice of Life",Artland,125051.0,7.42,2
424,21855,Hanamonogatari,"Comedy, Mystery, Supernatural",Shaft,124886.0,8.05,0
425,22877,Seirei Tsukai no Blade Dance,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Supernatural",TNK,124448.0,7.03,1
426,15379,Kotoura san,"Comedy, Drama, Romance, School",AIC Classic,123691.0,7.33,2
427,20057,Space Dandy,"Comedy, Sci-Fi, Space",Bones,123529.0,7.89,2
428,5356,Canaan,"Action, Seinen",P.A. Works,123217.0,7.32,0
429,7592,Nurarihyon no Mago,"Action, Demons, Shounen, Supernatural",Studio Deen,122976.0,7.73,3
430,22145,Kuroshitsuji Book of Circus,"Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",A-1 Pictures,122895.0,8.29,3
431,7785,Yojouhan Shinwa Taikei,"Mystery, Psychological, Romance",Madhouse,122531.0,8.62,0
432,4835,Bleach Movie 3 Fade to Black Kimi no Na wo Yobu,"Action, Comedy, Shounen, Super Power, Supernatural",Studio Pierrot,122373.0,7.61,3
433,3503,Kanokon,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",Xebec,122288.0,6.6,1
434,26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,"Comedy, Seinen, Slice of Life",Seven,122271.0,7.48,2
435,16009,Kamisama no Inai Nichiyoubi,"Fantasy, Mystery",Madhouse,122031.0,7.44,0
436,20021,Sword Art Online Extra Edition,"Action, Adventure, Fantasy, Game, Romance",A-1 Pictures,121722.0,6.8,3
437,6211,Tokyo Magnitude 8 0,Drama,"Bones,       Kinema Citrus",121349.0,8.13,2
438,2923,Shugo Chara ,"Comedy, Magic, School, Shoujo",Satelight,121108.0,7.54,1
439,18397,Shingeki no Kyojin OVA,"Action, Drama, Fantasy, Shounen, Super Power",Wit Studio,121063.0,7.88,0
440,6747,Dance in the Vampire Bund,"Action, Supernatural, Vampire",Shaft,121005.0,7.14,0
441,387,Haibane Renmei,"Drama, Fantasy, Mystery, Psychological, Slice of Life",Radix,120731.0,8.0,2
442,442,Naruto Movie 1 Dai Katsugeki Yuki Hime Shinobu Houjou Dattebayo ,"Adventure, Comedy, Drama, Historical, Shounen, Supernatural",Studio Pierrot,120571.0,7.17,3
443,2581,Mobile Suit Gundam 00,"Action, Drama, Mecha, Military, Sci-Fi, Space",Sunrise,120351.0,8.19,0
444,1313,Digimon Adventure 02,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Toei Animation,120268.0,7.33,3
445,20899,JoJo no Kimyou na Bouken Stardust Crusaders,"Action, Adventure, Drama, Shounen, Supernatural",David Production,120089.0,8.24,0
446,6324,Omamori Himari,"Action, Comedy, Demons, Ecchi, Harem, Romance, Supernatural",Zexcs,119572.0,7.06,1
447,2129,True Tears,"Drama, Romance, School",P.A. Works,118644.0,7.45,2
448,10490,Blood C,"Action, Horror, School, Supernatural, Vampire",Production I.G,118553.0,6.67,0
449,19775,Sidonia no Kishi,"Action, Mecha, Sci-Fi, Seinen, Space",Polygon Pictures,118341.0,7.76,0
450,3092,Junjou Romantica,"Comedy, Drama, Romance, Shounen Ai",Studio Deen,117910.0,7.92,2
451,437,Perfect Blue,"Dementia, Drama, Horror, Psychological",Madhouse,117565.0,8.38,0
452,10521,Working 039 ,"Comedy, Slice of Life",A-1 Pictures,117328.0,7.94,2
453,13535,Binbougami ga ,"Comedy, Parody, Shounen, Supernatural",Sunrise,117091.0,7.8,3
454,32438,Mayoiga,"Drama, Horror, Mystery, Psychological",Diomedea,117090.0,5.62,0
455,357,Bokusatsu Tenshi Dokuro chan,"Comedy, Ecchi, Magic",Nomad,117080.0,6.71,0
456,6033,Dragon Ball Kai,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Toei Animation,116832.0,7.87,3
457,10213,Maji de Watashi ni Koi Shinasai ,"Harem, Comedy, Super Power, Romance, Ecchi, Martial Arts, School",Lerche,116683.0,6.92,1
458,16918,Gin no Saji,"Comedy, School, Shounen, Slice of Life",A-1 Pictures,116261.0,8.14,2
459,376,Elfen Lied Special,"Drama, Ecchi, Horror, Psychological, Supernatural",Arms,116129.0,7.28,0
460,18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita ,"Comedy, Ecchi, Fantasy, Romance",Asread,115338.0,7.01,1
461,27833,Durarara x2 Ketsu,"Action, Mystery, Supernatural",Shuka,115295.0,8.16,0
462,9617,K On Movie,"Comedy, Music, Slice of Life",Kyoto Animation,115252.0,8.34,2
463,2926,Myself Yourself,"Drama, Romance, School",Doga Kobo,115075.0,7.3,2
464,27991,K Return of Kings,"Action, Super Power, Supernatural",GoHands,114904.0,7.74,3
465,24455,Madan no Ou to Vanadis,"Adventure, Ecchi, Fantasy, Harem, Romance",Satelight,114612.0,7.29,1
466,3782,Kara no Kyoukai 2 Satsujin Kousatsu Zen ,"Action, Mystery, Romance, Supernatural, Thriller",ufotable,114415.0,7.91,0
467,28977,Gintama ,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Bandai Namco Pictures,114262.0,9.06,3
468,8460,Mirai Nikki,"Action, Shounen, Supernatural",Asread,114217.0,7.42,0
469,5300,Zoku Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",Brain's Base,114173.0,8.61,2
470,801,Ghost in the Shell Stand Alone Complex 2nd GIG,"Action, Mecha, Military, Mystery, Police, Sci-Fi, Seinen",Production I.G,113993.0,8.53,0
471,5277,Sekirei Pure Engagement,"Action, Comedy, Ecchi, Harem, Super Power",Seven Arcs,113911.0,7.49,1
472,27,Trinity Blood,"Action, Supernatural, Vampire",Gonzo,113791.0,7.39,0
473,14199,Oniichan dakedo Ai Sae Areba Kankeinai yo ne ,"Comedy, Ecchi, Harem, Romance, School",Silver Link.,113166.0,6.67,1
474,268,Golden Boy,"Adventure, Comedy, Ecchi",APPP,113040.0,8.05,1
475,29095,Grisaia no Rakuen,"Drama, Harem, Psychological, Romance",8bit,111962.0,8.0,2
476,14349,Little Witch Academia,"Adventure, Comedy, Fantasy, Magic, School",Trigger,111703.0,7.92,3
477,4282,Kara no Kyoukai 5 Mujun Rasen,"Action, Drama, Mystery, Romance, Supernatural, Thriller",ufotable,111074.0,8.59,0
